year,actual,predicted
2011,734.57383030,744.47558594
2012,725.63675650,744.47558594
2013,716.16578010,744.47558594
2014,707.52874690,744.47558594
2015,702.03846420,744.47558594
2016,700.46569460,744.47558594
2017,695.83588420,744.47558594
2018,692.40684690,744.47558594
2019,688.23199110,744.47558594
2020,686.24202370,744.47558594
2021,688.45792840,744.47558594
