year,actual,predicted
2011,153.77849870,156.92994690
2012,151.22331060,156.92994690
2013,149.04541520,156.92994690
2014,148.39719980,156.92994690
2015,147.99129070,156.92994690
2016,146.70004930,156.92994690
2017,144.81053360,156.92994690
2018,143.63438170,156.92994690
2019,142.07695750,156.92994690
2020,140.30589630,156.92994690
2021,139.55724380,156.92994690
