year,actual,predicted
2011,92.03220792,92.486305
2012,91.07988224,90.968765
2013,89.65162716,89.59217
2014,87.23707542,88.19526
2015,85.73700863,86.99584
2016,85.05741955,86.02411
2017,83.63072322,85.05123
2018,82.57594681,84.17427
2019,82.05272584,83.06823
2020,80.96658903,81.87966
2021,80.46943952,80.78199
