year,actual,predicted
2011,153.7784987,166.11661
2012,151.2233106,163.37384
2013,149.0454152,160.5332
2014,148.3971998,157.18759
2015,147.9912907,153.57004
2016,146.7000493,150.18349
2017,144.8105336,146.5644
2018,143.6343817,143.77658
2019,142.0769575,141.09903
2020,140.3058963,139.25685
2021,139.5572438,137.73116
