year,actual,predicted
2011,1305.838253,1323.2136
2012,1287.898231,1321.7896
2013,1275.692501,1318.4034
2014,1271.001437,1311.1423
2015,1258.013736,1303.5789
2016,1250.74837,1296.5273
2017,1232.227022,1291.0873
2018,1223.331,1284.3215
2019,1217.569134,1275.8733
2020,1204.766961,1264.999
2021,1196.934369,1253.9232
