year,actual,predicted
2011,990.0511993,1021.80536
2012,975.8282697,1013.1481
2013,963.8277292,1006.3263
2014,953.3490157,996.89136
2015,943.4048605,985.5216
2016,938.8000425,973.6836
2017,930.5992818,963.90955
2018,926.4836236,954.85
2019,922.8975846,945.42395
2020,916.7810582,935.89124
2021,915.0820134,926.9138
