year,actual,predicted
2011,2156.295044,2130.986
2012,2147.356651,2142.6858
2013,2142.145121,2156.7534
2014,2152.783873,2168.3904
2015,2174.569158,2181.9517
2016,2222.889062,2192.969
2017,2291.606072,2207.9426
2018,2335.236029,2226.2358
2019,2337.05338,2251.9292
2020,2299.411877,2278.138
2021,2262.87213,2303.0251
