year,actual,predicted
2011,9.843030398,9.872524
2012,9.732453799,9.74621
2013,9.717483277,9.654715
2014,9.619311212,9.569772
2015,9.523965853,9.507535
2016,9.57952397,9.45544
2017,9.607707781,9.41365
2018,9.530391013,9.366949
2019,9.498084112,9.309755
2020,9.373646024,9.248206
2021,9.34597772,9.20856
