year,actual,predicted
2011,6.988776645,7.110566
2012,6.87392004,7.035939
2013,6.832920908,6.9718504
2014,6.798352921,6.9050245
2015,6.75268932,6.8366046
2016,6.774217607,6.778934
2017,6.770174461,6.7257385
2018,6.732890801,6.6751056
2019,6.706196747,6.6381607
2020,6.634788525,6.5993767
2021,6.625935759,6.564086
