year,actual,predicted
2011,734.5738303,768.93634
2012,725.6367565,757.29443
2013,716.1657801,747.4081
2014,707.5287469,736.7642
2015,702.0384642,726.0383
2016,700.4656946,715.7924
2017,695.8358842,707.1699
2018,692.4068469,699.4162
2019,688.2319911,692.20416
2020,686.2420237,685.6675
2021,688.4579284,679.77826
