year,predicted
2022,3.6620317
2023,3.716511
2024,3.7682126
2025,3.8172736
2026,3.8638253
2027,3.9079893
2028,3.9498818
2029,3.9896126
2030,4.027287
2031,4.0630035
2032,4.0968575
2033,4.1289387
2034,4.1593337
2035,4.1881247
2036,4.21539
2037,4.241205
2038,4.265642
2039,4.2887697
2040,4.3106527
2041,4.331354
2042,4.350934
2043,4.369449
2044,4.3869543
2045,4.403501
2046,4.41914
2047,4.433917
2048,4.4478784
2049,4.4610667
2050,4.4735227
