year,predicted
2022,2138.6108
2023,2101.5334
2024,2090.126
2025,2086.586
2026,2085.4846
2027,2085.1416
2028,2085.0347
2029,2085.0015
2030,2084.9912
2031,2084.988
2032,2084.9868
2033,2084.9866
2034,2084.9866
2035,2084.9866
2036,2084.9866
2037,2084.9866
2038,2084.9866
2039,2084.9866
2040,2084.9866
2041,2084.9866
2042,2084.9866
2043,2084.9866
2044,2084.9866
2045,2084.9866
2046,2084.9866
2047,2084.9866
2048,2084.9866
2049,2084.9866
2050,2084.9866
