year,predicted
2022,5.6971536
2023,6.140858
2024,6.526505
2025,6.8611484
2026,7.1509724
2027,7.4014564
2028,7.6174855
2029,7.8034205
2030,7.9631443
2031,8.10011
2032,8.217371
2033,8.3176155
2034,8.403205
2035,8.476197
2036,8.538384
2037,8.591321
2038,8.636349
2039,8.674624
2040,8.707143
2041,8.734756
2042,8.758195
2043,8.778082
2044,8.794952
2045,8.809259
2046,8.821389
2047,8.831673
2048,8.840388
2049,8.8477745
2050,8.8540325
