year,predicted
2022,6.682767
2023,6.735312
2024,6.78389
2025,6.8287897
2026,6.8702793
2027,6.9086046
2028,6.9439936
2029,6.976658
2030,7.006793
2031,7.034584
2032,7.060201
2033,7.083804
2034,7.105542
2035,7.1255536
2036,7.1439686
2037,7.1609073
2038,7.1764827
2039,7.190799
2040,7.2039547
2041,7.2160387
2042,7.2271357
2043,7.2373238
2044,7.2466745
2045,7.255254
2046,7.263125
2047,7.2703443
2048,7.2769637
2049,7.283034
2050,7.288597
