year,predicted
2022,2044.7483
2023,2041.7458
2024,2039.6274
2025,2038.1307
2026,2037.0725
2027,2036.3237
2028,2035.7937
2029,2035.4185
2030,2035.1527
2031,2034.9646
2032,2034.8313
2033,2034.7368
2034,2034.6699
2035,2034.6226
2036,2034.5889
2037,2034.5652
2038,2034.5482
2039,2034.5363
2040,2034.5278
2041,2034.5217
2042,2034.5176
2043,2034.5145
2044,2034.5125
2045,2034.511
2046,2034.5099
2047,2034.5092
2048,2034.5087
2049,2034.508
2050,2034.5079
