year,predicted
2022,350.93082
2023,365.07263
2024,376.25522
2025,385.06018
2026,391.96277
2027,397.35205
2028,401.54498
2029,404.79727
2030,407.31375
2031,409.25708
2032,410.75534
2033,411.909
2034,412.79648
2035,413.47864
2036,414.0027
2037,414.4051
2038,414.714
2039,414.95096
2040,415.1328
2041,415.2723
2042,415.37927
2043,415.4613
2044,415.52423
2045,415.5725
2046,415.6095
2047,415.63785
2048,415.6596
2049,415.67627
2050,415.68906
