year,predicted
2022,9.292813
2023,9.240433
2024,9.188828
2025,9.137993
2026,9.087921
2027,9.038609
2028,8.990051
2029,8.942247
2030,8.895196
2031,8.848895
2032,8.803345
2033,8.758545
2034,8.714496
2035,8.671198
2036,8.628654
2037,8.5868635
2038,8.545827
2039,8.505547
2040,8.4660225
2041,8.427256
2042,8.389246
2043,8.3519945
2044,8.315499
2045,8.279762
2046,8.244781
2047,8.210553
2048,8.177078
2049,8.144354
2050,8.112376
