year,predicted
2022,4.9273033
2023,4.8584785
2024,4.788095
2025,4.7161508
2026,4.642656
2027,4.56764
2028,4.4911485
2029,4.4132504
2030,4.3340354
2031,4.2536182
2032,4.172138
2033,4.0897636
2034,4.0066867
2035,3.9231288
2036,3.839333
2037,3.7555685
2038,3.6721218
2039,3.589296
2040,3.5074046
2041,3.426765
2042,3.3476937
2043,3.2704985
2044,3.19547
2045,3.1228788
2046,3.0529678
2047,2.9859467
2048,2.9219882
2049,2.8612287
2050,2.803762
