year,predicted
2022,224.58496
2023,225.96834
2024,227.28719
2025,228.54448
2026,229.74309
2027,230.88564
2028,231.97476
2029,233.01285
2030,234.00223
2031,234.94513
2032,235.84363
2033,236.69975
2034,237.51543
2035,238.2925
2036,239.0327
2037,239.73772
2038,240.40915
2039,241.04855
2040,241.6574
2041,242.23706
2042,242.78891
2043,243.31424
2044,243.81422
2045,244.2901
2046,244.74297
2047,245.17392
2048,245.58394
2049,245.97404
2050,246.34517
