year,value
2011-01-01,5.36096026
2012-01-01,5.29088857
2013-01-01,5.20997968
2014-01-01,5.10014250
2015-01-01,5.01020691
2016-01-01,4.94013523
2017-01-01,4.85922633
2018-01-01,4.74938915
2019-01-01,4.65945356
2020-01-01,4.58938188
2021-01-01,4.50847299
