year,true_value,predicted_value
2011,6.591746238,6.96055646817814
2012,6.516983217,6.8156370572073115
2013,6.484983632,6.673734881392022
2014,6.442620591,6.534787121624845
2015,6.368432451,6.3987322666985165
2016,6.26486506,6.265510086074187
2017,6.128628243,6.13506160321856
2018,5.969403512,6.007329069494858
2019,5.840714205,5.882255938598178
2020,5.408548447,5.7597868415226685
2021,5.187181048,5.6398675620503695
