year,true_value,predicted_value
2011,248.4141421,255.81040585739538
2012,246.9664029,253.02363817266087
2013,242.4831096,250.2672291987219
2014,238.9779568,247.54084821143988
2015,237.0651553,244.8441680895594
2016,234.1419028,242.17686527543265
2017,230.0353192,239.53861973620587
2018,228.366222,236.92911492546045
2019,226.5835158,234.34803774514148
2020,223.5176835,231.79507850808295
2021,223.1338647,229.2699309008167
