year,true_value,predicted_value
2011,16.22195651,16.755894978181914
2012,15.85708644,16.596997651507536
2013,15.77334045,16.439607159321213
2014,15.72680759,16.283709212204712
2015,15.60480908,16.12928965624951
2016,15.66375516,15.976334471768496
2017,15.71645957,15.824829772024032
2018,15.71897753,15.674761801967634
2019,15.74151665,15.52611693699123
2020,15.66559239,15.378881681689563
2021,15.71478204,15.233042668635107
