year,true_value,predicted_value
2011,4.30458989,4.342978888911887
2012,4.202036225,4.29838040526073
2013,4.161252799,4.25423990788903
2014,4.190818991,4.210552693690374
2015,4.158204012,4.167314107854281
2016,4.062701333,4.124519543371605
2017,4.018535701,4.082164440542442
2018,3.962482354,4.040244286491543
2019,3.901415985,3.998754614686277
2020,3.75643939,3.9576910044615374
2021,3.665189862,3.917049080548395
