year,true_value,predicted_value
2011,27.98411917,30.38092128546441
2012,27.49807543,30.074797606194807
2013,27.40452064,29.771758484700513
2014,27.39942799,29.471772840418453
2015,27.26163848,29.174809905958227
2016,27.3238781,28.880839223945713
2017,27.41791824,28.589830643904406
2018,27.26371781,28.301754319154043
2019,27.12231786,28.016580703759246
2020,26.7790604,27.734280549494088
2021,26.77150772,27.4548249028403
