year,true_value,predicted_value
2011,51.60339874,55.187879382450774
2012,50.41326412,54.56238881517402
2013,49.97933087,53.94398745759281
2014,50.00368824,53.33259496174742
2015,49.63443075,52.72813189031967
2016,49.59825016,52.13051970632932
2017,49.53471589,51.53968076291494
2018,49.21283892,50.95553829325581
2019,48.67543623,50.37801640059115
2020,48.09012809,49.807040048368435
2021,47.91368998,49.24253505047909
