year,true_value,predicted_value
2011,5.446788225,5.574329330133651
2012,5.340261332,5.518517975254554
2013,5.296928788,5.463265415371097
2014,5.294261666,5.4085660557103665
2015,5.227235048,5.354414357515907
2016,5.17118954,5.3008048374858845
2017,5.161476465,5.24773206721909
2018,5.104970232,5.1951906726641255
2019,5.064797005,5.143175333575755
2020,5.033606904,5.091680782976539
2021,4.99458639,5.040701806622508
