year,true_value,predicted_value
2011,9.843030398,9.940037645017355
2012,9.732453799,9.86203263782454
2013,9.717483277,9.784639779334157
2014,9.619311212,9.707854265674541
2015,9.523965853,9.631671330673498
2016,9.57952397,9.556086245559754
2017,9.607707781,9.48109431867374
2018,9.530391013,9.406690895172005
2019,9.498084112,9.332871356741407
2020,9.373646024,9.259631121310576
2021,9.34597772,9.186965642766381
