year,true_value,predicted_value
2011,4.597376299,4.723280625129007
2012,4.597697294,4.658728454000141
2013,4.543791594,4.595058505023417
2014,4.419580873,4.532258721037465
2015,4.380462063,4.470317209664188
2016,4.323654849,4.4092222410564545
2017,4.220225013,4.348962245676205
2018,4.078205987,4.289525812104614
2019,3.971982869,4.230901684880223
2020,3.735798491,4.173078762367766
2021,3.604626986,4.116046094655985
