year,true_value,predicted_value
2011,734.5738303,776.0377863463655
2012,725.6367565,772.2133361554879
2013,716.1657801,768.407733525295
2014,707.5287469,764.6208855716686
2015,702.0384642,760.8526998682937
2016,700.4656946,757.1030844443885
2017,695.8358842,753.3719477822888
2018,692.4068469,749.6591988154105
2019,688.2319911,745.9647469260381
2020,686.2420237,742.2885019429086
2021,688.4579284,738.630374139233
