year,true_value,predicted_value
2011,1305.838253,1326.6666579227895
2012,1287.898231,1326.5181863829494
2013,1275.692501,1326.3697314616293
2014,1271.001437,1326.2212931532413
2015,1258.013736,1326.0728714577854
2016,1250.74837,1325.9244663715363
2017,1232.227022,1325.7760778926313
2018,1223.331,1325.6277060247958
2019,1217.569134,1325.4793507568538
2020,1204.766961,1325.3310120943934
2021,1196.934369,1325.1826900318265
