year,true_value,predicted_value
2011,6.988776645,7.196744113095519
2012,6.87392004,7.149878480369807
2013,6.832920908,7.103318039477472
2014,6.798352921,7.057060802990918
2015,6.75268932,7.011104796424661
2016,6.774217607,6.965448058151651
2017,6.770174461,6.920088639317555
2018,6.732890801,6.8750246037620855
2019,6.706196747,6.8302540279294135
2020,6.634788525,6.785775000793592
2021,6.625935759,6.741585623771471
