year,true_value,predicted_value
2011,375.7391876,379.130107719895
2012,372.0238776,375.68921680048516
2013,366.6302118,372.2795545545014
2014,360.0146168,368.90083755823434
2015,357.8984988,365.55278496027313
2016,355.4163137,362.2351184581421
2017,350.7615273,358.94756227513426
2018,348.408072,355.6898431374939
2019,344.7515956,352.46169025156996
2020,337.2894304,349.2628352813772
2021,333.1063354,346.09301232631697
