year,true_value,predicted_value
2011,153.7784987,163.32937242088883
2012,151.2233106,161.44913751888998
2013,149.0454152,159.59054773334356
2014,148.3971998,157.75335388737403
2015,147.9912907,155.93730967260672
2016,146.7000493,154.1421716161458
2017,144.8105336,152.36769904794346
2018,143.6343817,150.61365406851655
2019,142.0769575,148.87980151707416
2020,140.3058963,147.1659089399709
2021,139.5572438,145.47174655954586
