year,true_value,predicted_value
2011,2011.763669,2102.747018213966
2012,2022.85028,2111.451967591711
2013,2049.226394,2120.1929537074757
2014,2078.551379,2128.970125746273
2015,2092.326447,2137.7836335104657
2016,2100.50408,2146.633627422736
2017,2088.371556,2155.5202585282386
2018,2080.367825,2164.4436784977443
2019,2079.303643,2173.404039629502
2020,2059.530752,2182.4014948528493
2021,2049.010595,2191.4361977295484
