year,true_value,predicted_value
2011,1678.802762,1723.5948045932455
2012,1663.894168,1728.1726050759898
2013,1659.36247,1732.762564018136
2014,1662.009819,1737.3647137120133
2015,1670.444177,1741.9790865356335
2016,1684.749716,1746.6057149532717
2017,1668.131678,1751.2446315152338
2018,1654.25045,1755.895868858439
2019,1651.414925,1760.5594597065356
2020,1630.343502,1765.2354368695524
2021,1612.125145,1769.923833245295
