year,actual,predicted
2011,51.60339874,56.441113
2012,50.41326412,59.092598
2013,49.97933087,61.008312
2014,50.00368824,62.38462
2015,49.63443075,63.368835
2016,49.59825016,64.07011
2017,49.53471589,64.56842
2018,49.21283892,64.92179
2019,48.67543623,65.17203
2020,48.09012809,65.34903
2021,47.91368998,65.474144
