year,actual,predicted
2011,16.22195651,17.247307
2012,15.85708644,17.762585
2013,15.77334045,18.160042
2014,15.72680759,18.464844
2015,15.60480908,18.697388
2016,15.66375516,18.874043
2017,15.71645957,19.007769
2018,15.71897753,19.108715
2019,15.74151665,19.184748
2020,15.66559239,19.241922
2021,15.71478204,19.284859
