year,actual,predicted
2011,248.4141421,261.54163
2012,246.9664029,270.12775
2013,242.4831096,276.92633
2014,238.9779568,282.2837
2015,237.0651553,286.4874
2016,234.1419028,289.77386
2017,230.0353192,292.33554
2018,228.366222,294.32733
2019,226.5835158,295.87296
2020,223.5176835,297.07047
2021,223.1338647,297.9971
