year,actual,predicted
2011,5.446788225,5.8300495
2012,5.340261332,6.0620785
2013,5.296928788,6.216327
2014,5.294261666,6.318212
2015,5.227235048,6.3851895
2016,5.17118954,6.4290733
2017,5.161476465,6.45776
2018,5.104970232,6.4764824
2019,5.064797005,6.48869
2020,5.033606904,6.4966445
2021,4.99458639,6.501825
