year,actual,predicted
2011,9.843030398,10.674654
2012,9.732453799,10.997899
2013,9.717483277,11.1512165
2014,9.619311212,11.223311
2015,9.523965853,11.257064
2016,9.57952397,11.272832
2017,9.607707781,11.280191
2018,9.530391013,11.283623
2019,9.498084112,11.285223
2020,9.373646024,11.285971
2021,9.34597772,11.286318
