year,actual,predicted
2011,1678.802762,1675.9199
2012,1663.894168,1671.7021
2013,1659.36247,1669.5071
2014,1662.009819,1668.362
2015,1670.444177,1667.7642
2016,1684.749716,1667.4518
2017,1668.131678,1667.2885
2018,1654.25045,1667.2031
2019,1651.414925,1667.1584
2020,1630.343502,1667.1353
2021,1612.125145,1667.1229
