year,actual,predicted
2011,6.988776645,7.1910133
2012,6.87392004,7.2829227
2013,6.832920908,7.3613853
2014,6.798352921,7.428183
2015,6.75268932,7.484903
2016,6.774217607,7.5329475
2017,6.770174461,7.573557
2018,6.732890801,7.6078134
2019,6.706196747,7.636663
2020,6.634788525,7.6609225
2021,6.625935759,7.681297
