year,actual,predicted
2011,734.5738303,765.10205
2012,725.6367565,781.13055
2013,716.1657801,793.5093
2014,707.5287469,803.01685
2015,702.0384642,810.28503
2016,700.4656946,815.82
2017,695.8358842,820.0219
2018,692.4068469,823.2042
2019,688.2319911,825.6095
2020,686.2420237,827.4251
2021,688.4579284,828.7939
