year,actual,predicted
2011,2011.763669,1997.1388
2012,2022.85028,1997.6724
2013,2049.226394,1997.96
2014,2078.551379,1998.1149
2015,2092.326447,1998.1984
2016,2100.50408,1998.2434
2017,2088.371556,1998.2676
2018,2080.367825,1998.2805
2019,2079.303643,1998.2876
2020,2059.530752,1998.2914
2021,2049.010595,1998.2933
