year,actual,predicted
2011,990.0511993,1054.237
2012,975.8282697,1070.6371
2013,963.8277292,1075.7197
2014,953.3490157,1077.2739
2015,943.4048605,1077.7471
2016,938.8000425,1077.891
2017,930.5992818,1077.9347
2018,926.4836236,1077.9479
2019,922.8975846,1077.952
2020,916.7810582,1077.9531
2021,915.0820134,1077.9535
