year,predicted
2022,137.31715
2023,136.05905
2024,134.92119
2025,133.9022
2026,132.99153
2027,132.17853
2028,131.45311
2029,130.80603
2030,130.22612
2031,129.70567
2032,129.24013
2033,128.82506
2034,128.45418
2035,128.12372
2036,127.830086
2037,127.56786
2038,127.336464
2039,127.131325
2040,126.9496
2041,126.788704
2042,126.6463
2043,126.5203
2044,126.40886
2045,126.3103
2046,126.22318
2047,126.14617
2048,126.07812
2049,126.01798
2050,125.964874
