year,predicted
2022,685.9158
2023,685.3748
2024,685.0112
2025,684.78577
2026,684.6591
2027,684.59906
2028,684.5826
2029,684.5922
2030,684.6163
2031,684.6472
2032,684.68066
2033,684.71216
2034,684.74023
2035,684.76373
2036,684.7832
2037,684.79974
2038,684.81226
2039,684.82184
2040,684.82904
2041,684.8343
2042,684.838
2043,684.8406
2044,684.8423
2045,684.8434
2046,684.84393
2047,684.8443
2048,684.84436
2049,684.84436
2050,684.8443
