year,predicted
2022,4.9845514
2023,4.962184
2024,4.942228
2025,4.9244866
2026,4.9087396
2027,4.894732
2028,4.882395
2029,4.8714423
2030,4.861692
2031,4.853122
2032,4.8455772
2033,4.8388853
2034,4.833023
2035,4.8278685
2036,4.8233304
2037,4.81935
2038,4.8158283
2039,4.812736
2040,4.810021
2041,4.8076377
2042,4.805546
2043,4.80371
2044,4.8020997
2045,4.8006873
2046,4.7994485
2047,4.798362
2048,4.7974095
2049,4.7965746
2050,4.7958426
