year,predicted
2022,48.08933
2023,47.996887
2024,47.92464
2025,47.873077
2026,47.83454
2027,47.806458
2028,47.787045
2029,47.77222
2030,47.759274
2031,47.748806
2032,47.739277
2033,47.730453
2034,47.72303
2035,47.717686
2036,47.714657
2037,47.712746
2038,47.710716
2039,47.70917
2040,47.70801
2041,47.707134
2042,47.70647
2043,47.70596
2044,47.70556
2045,47.705235
2046,47.704975
2047,47.704765
2048,47.704594
2049,47.704464
2050,47.704365
