year,predicted
2022,15.778284
2023,15.784972
2024,15.791795
2025,15.798493
2026,15.804061
2027,15.807892
2028,15.810127
2029,15.811644
2030,15.812631
2031,15.812939
2032,15.813137
2033,15.813291
2034,15.813313
2035,15.813303
2036,15.812988
2037,15.812746
2038,15.812652
2039,15.812559
2040,15.81248
2041,15.812419
2042,15.812374
2043,15.812343
2044,15.812321
2045,15.812306
2046,15.812297
2047,15.812292
2048,15.812289
2049,15.812287
2050,15.812289
