year,predicted
2022,3.8039017
2023,3.788322
2024,3.774167
2025,3.7606878
2026,3.7477367
2027,3.7357464
2028,3.7248583
2029,3.714741
2030,3.7050257
2031,3.6960664
2032,3.6881912
2033,3.681107
2034,3.6748414
2035,3.6693776
2036,3.6650877
2037,3.661671
2038,3.6579385
2039,3.6545823
2040,3.6515596
2041,3.6488376
2042,3.64639
2043,3.644191
2044,3.6422167
2045,3.6404462
2046,3.6388621
2047,3.6374474
2048,3.6361833
2049,3.6350555
2050,3.6340485
