year,predicted
2022,337.007
2023,334.63483
2024,332.50385
2025,330.56577
2026,328.7825
2027,327.12686
2028,325.57947
2029,324.12622
2030,322.75677
2031,321.4654
2032,320.24692
2033,319.09653
2034,318.0104
2035,316.98517
2036,316.01678
2037,315.1017
2038,314.23865
2039,313.42636
2040,312.66174
2041,311.9421
2042,311.26495
2043,310.62784
2044,310.02863
2045,309.46527
2046,308.93567
2047,308.43796
2048,307.97037
2049,307.53113
2050,307.11865
