year,value
2011,2098.3616
2012,2098.0066
2013,2093.0562
2014,2086.3708
2015,2079.5332
2016,2073.6904
2017,2069.6714
2018,2067.5881
2019,2067.1611
2020,2067.846
2021,2069.2993
