year,value
2022,42.87329
2023,41.65056
2024,41.164547
2025,41.26823
2026,41.447533
2027,41.448883
2028,41.346767
2029,41.277386
2030,41.27406
2031,41.294403
2032,41.30161
2033,41.293995
2034,41.285484
2035,41.283337
2036,41.285126
2037,41.286484
2038,41.286137
2039,41.28523
2040,41.28481
2041,41.284912
2042,41.28509
2043,41.285114
2044,41.28503
2045,41.28497
2046,41.284966
2047,41.284985
2048,41.284996
2049,41.284992
2050,41.284985
