year,predicted_value
2022,27.86321793203549
2023,29.47604578575325
2024,31.15815148404239
2025,32.43853993257413
2026,33.18504251200332
2027,33.5264361262561
2028,33.65057386356346
2029,33.686768770967475
2030,33.69527846686451
2031,33.69689795390525
2032,33.69714811976777
2033,33.69717954889823
2034,33.69718276502704
2035,33.6971830333858
2036,33.69718305166045
2037,33.69718305267675
2038,33.69718305272293
2039,33.69718305272464
2040,33.6971830527247
2041,33.6971830527247
2042,33.6971830527247
2043,33.6971830527247
2044,33.6971830527247
2045,33.6971830527247
2046,33.6971830527247
2047,33.6971830527247
2048,33.6971830527247
2049,33.6971830527247
2050,33.6971830527247
