year,predicted_value
2022,6.87617619827073
2023,7.109707008354287
2024,7.345924166503625
2025,7.522110486233565
2026,7.623454780204289
2027,7.669387562923356
2028,7.685989945813894
2029,7.690811386184447
2030,7.691941913918877
2031,7.692156680359305
2032,7.692189816007
2033,7.692193975593255
2034,7.692194401012099
2035,7.692194436496853
2036,7.6921944389127015
2037,7.69219443904703
2038,7.692194439053133
2039,7.69219443905336
2040,7.692194439053367
2041,7.692194439053367
2042,7.692194439053367
2043,7.692194439053367
2044,7.692194439053367
2045,7.692194439053367
2046,7.692194439053367
2047,7.692194439053367
2048,7.692194439053367
2049,7.692194439053367
2050,7.692194439053367
