year,actual,predicted
2011,9.843030398,9.532636
2012,9.732453799,9.428175
2013,9.717483277,9.322645
2014,9.619311212,9.219589
2015,9.523965853,9.120745
2016,9.57952397,9.028124
2017,9.607707781,8.943332
2018,9.530391013,8.866548
2019,9.498084112,8.796957
2020,9.373646024,8.734315
2021,9.34597772,8.678464
