year,actual,predicted
2011,92.03220792,87.46592
2012,91.07988224,85.38128
2013,89.65162716,83.24156
2014,87.23707542,81.05949
2015,85.73700863,78.851295
2016,85.05741955,76.62667
2017,83.63072322,74.422745
2018,82.57594681,72.24682
2019,82.05272584,70.10485
2020,80.96658903,68.01427
2021,80.46943952,65.991264
