year,actual,predicted
2011,5.446788225,5.276687
2012,5.340261332,5.165032
2013,5.296928788,5.0461044
2014,5.294261666,4.9205885
2015,5.227235048,4.7885594
2016,5.17118954,4.650695
2017,5.161476465,4.508184
2018,5.104970232,4.360935
2019,5.064797005,4.2080398
2020,5.033606904,4.049357
2021,4.99458639,3.8858278
