year,actual,predicted
2011,4.30458989,4.1652126
2012,4.202036225,4.099026
2013,4.161252799,4.0315337
2014,4.190818991,3.9640138
2015,4.158204012,3.8963804
2016,4.062701333,3.8298094
2017,4.018535701,3.7654881
2018,3.962482354,3.704669
2019,3.901415985,3.646831
2020,3.75643939,3.5910628
2021,3.665189862,3.5372045
