year,actual,predicted
2011,990.0511993,1007.2519
2012,975.8282697,1001.5244
2013,963.8277292,996.0503
2014,953.3490157,990.5033
2015,943.4048605,984.7813
2016,938.8000425,978.927
2017,930.5992818,973.0515
2018,926.4836236,967.16016
2019,922.8975846,961.1984
2020,916.7810582,955.2204
2021,915.0820134,949.2845
