year,actual,predicted
2011,248.4141421,248.61818
2012,246.9664029,244.72205
2013,242.4831096,240.84908
2014,238.9779568,236.99017
2015,237.0651553,233.13469
2016,234.1419028,229.29263
2017,230.0353192,225.48161
2018,228.366222,221.70735
2019,226.5835158,217.97252
2020,223.5176835,214.25761
2021,223.1338647,210.5607
