year,actual,predicted
2011,1678.802762,1697.3383
2012,1663.894168,1707.3237
2013,1659.36247,1716.0564
2014,1662.009819,1721.9846
2015,1670.444177,1723.9135
2016,1684.749716,1721.1198
2017,1668.131678,1714.2362
2018,1654.25045,1705.4906
2019,1651.414925,1696.9496
2020,1630.343502,1691.0062
2021,1612.125145,1688.5571
